DateTime,Junction,Vehicles,ID
2016-05-10,Pune Station Road,9,26
2016-05-11,Pune Station Road,12,52
2016-05-12,Pune Station Road,17,29
2016-05-13,Pune Station Road,12,9
2016-05-14,Pune Station Road,11,79
2016-05-15,Pune Station Road,9,11
2016-05-16,Pune Station Road,11,79
2016-05-17,Pune Station Road,12,38
2016-05-18,Pune Station Road,13,20
2016-05-19,Pune Station Road,13,52
2016-05-20,Pune Station Road,15,32
2016-05-21,Pune Station Road,10,63
2016-05-22,Pune Station Road,7,19
2016-05-23,Pune Station Road,8,53
2016-05-24,Pune Station Road,11,28
2016-05-25,Pune Station Road,12,80
2016-05-26,Pune Station Road,12,20
2016-05-27,Pune Station Road,11,15
2016-05-28,Pune Station Road,7,96
2016-05-29,Pune Station Road,6,4
2016-05-30,Pune Station Road,8,62
2016-05-31,Pune Station Road,12,32
2016-06-01,Pune Station Road,16,38
2016-06-02,Pune Station Road,14,88
2016-06-03,Pune Station Road,14,12
2016-06-04,Pune Station Road,9,93
2016-06-05,Pune Station Road,7,13
2016-06-06,Pune Station Road,5,36
2016-06-07,Pune Station Road,13,88
2016-06-08,Pune Station Road,16,44
2016-06-09,Pune Station Road,10,64
2016-06-10,Pune Station Road,14,66
2016-06-11,Pune Station Road,14,91
2016-06-12,Pune Station Road,7,91
2016-06-13,Pune Station Road,12,68
2016-06-14,Pune Station Road,12,85
2016-06-15,Pune Station Road,14,68
2016-06-16,Pune Station Road,11,71
2016-06-17,Pune Station Road,11,74
2016-06-18,Pune Station Road,13,28
2016-06-19,Pune Station Road,7,33
2016-06-20,Pune Station Road,8,9
2016-06-21,Pune Station Road,13,99
2016-06-22,Pune Station Road,10,39
2016-06-23,Pune Station Road,14,61
2016-06-24,Pune Station Road,11,29
2016-06-25,Pune Station Road,12,70
2016-06-26,Pune Station Road,8,2
2016-06-27,Pune Station Road,7,3
2016-06-28,Pune Station Road,14,85
2016-06-29,Pune Station Road,13,49
2016-06-30,Pune Station Road,16,64
2016-07-01,Pune Station Road,13,89
2016-07-02,Pune Station Road,10,61
2016-07-03,Pune Station Road,8,61
2016-07-04,Pune Station Road,6,85
2016-07-05,Pune Station Road,9,71
2016-07-06,Pune Station Road,11,78
2016-07-07,Pune Station Road,8,63
2016-07-08,Pune Station Road,12,39
2016-07-09,Pune Station Road,10,51
2016-07-10,Pune Station Road,11,95
2016-07-11,Pune Station Road,8,2
2016-07-12,Pune Station Road,15,12
2016-07-13,Pune Station Road,15,63
2016-07-14,Pune Station Road,14,8
2016-07-15,Pune Station Road,14,99
2016-07-16,Pune Station Road,13,92
2016-07-17,Pune Station Road,10,15
2016-07-18,Pune Station Road,11,85
2016-07-19,Pune Station Road,14,25
2016-07-20,Pune Station Road,14,57
2016-07-21,Pune Station Road,15,62
2016-07-22,Pune Station Road,13,42
2016-07-23,Pune Station Road,9,74
2016-07-24,Pune Station Road,10,65
2016-07-25,Pune Station Road,6,34
2016-07-26,Pune Station Road,11,76
2016-07-27,Pune Station Road,15,14
2016-07-28,Pune Station Road,13,82
2016-07-29,Pune Station Road,14,94
2016-07-30,Pune Station Road,10,48
2016-07-31,Pune Station Road,9,7
2016-08-01,Pune Station Road,8,94
2016-08-02,Pune Station Road,18,72
2016-08-03,Pune Station Road,14,89
2016-08-04,Pune Station Road,5,70
2016-08-05,Pune Station Road,4,26
2016-08-06,Pune Station Road,3,1
2016-08-07,Pune Station Road,7,19
2016-08-08,Pune Station Road,8,94
2016-08-09,Pune Station Road,12,3
2016-08-10,Pune Station Road,15,28
2016-08-11,Pune Station Road,11,9
2016-08-12,Pune Station Road,12,37
2016-08-13,Pune Station Road,12,10
2016-08-14,Pune Station Road,9,87
2016-08-15,Pune Station Road,9,16
2016-08-16,Pune Station Road,15,33
2016-08-17,Pune Station Road,15,36
2016-08-18,Pune Station Road,13,25
2016-08-19,Pune Station Road,13,87
2016-08-20,Pune Station Road,9,69
2016-08-21,Pune Station Road,9,85
2016-08-22,Pune Station Road,7,95
2016-08-23,Pune Station Road,14,89
2016-08-24,Pune Station Road,16,52
2016-08-25,Pune Station Road,15,19
2016-08-26,Pune Station Road,12,59
2016-08-27,Pune Station Road,11,75
2016-08-28,Pune Station Road,9,37
2016-08-29,Pune Station Road,9,68
2016-08-30,Pune Station Road,16,73
2016-08-31,Pune Station Road,12,97
2016-09-01,Pune Station Road,11,34
2016-09-02,Pune Station Road,15,62
2016-09-03,Pune Station Road,8,27
2016-09-04,Pune Station Road,6,10
2016-09-05,Pune Station Road,8,5
2016-09-06,Pune Station Road,11,96
2016-09-07,Pune Station Road,16,16
2016-09-08,Pune Station Road,12,15
2016-09-09,Pune Station Road,14,91
2016-09-10,Pune Station Road,11,45
2016-09-11,Pune Station Road,8,32
2016-09-12,Pune Station Road,12,59
2016-09-13,Pune Station Road,17,69
2016-09-14,Pune Station Road,10,19
2016-09-15,Pune Station Road,17,41
2016-09-16,Pune Station Road,15,52
2016-09-17,Pune Station Road,11,96
2016-09-18,Pune Station Road,6,10
2016-09-19,Pune Station Road,11,13
2016-09-20,Pune Station Road,13,79
2016-09-21,Pune Station Road,12,58
2016-09-22,Pune Station Road,16,86
2016-09-23,Pune Station Road,17,19
2016-09-24,Pune Station Road,11,20
2016-09-25,Pune Station Road,10,99
2016-09-26,Pune Station Road,12,49
2016-09-27,Pune Station Road,13,95
2016-09-28,Pune Station Road,14,80
2016-09-29,Pune Station Road,16,81
2016-09-30,Pune Station Road,14,16
2016-10-01,Pune Station Road,14,3
2016-10-02,Pune Station Road,12,67
2016-10-03,Pune Station Road,11,46
2016-10-04,Pune Station Road,17,28
2016-10-05,Pune Station Road,17,19
2016-10-06,Pune Station Road,20,72
2016-10-07,Pune Station Road,16,42
2016-10-08,Pune Station Road,10,12
2016-10-09,Pune Station Road,9,83
2016-10-10,Pune Station Road,12,44
2016-10-11,Pune Station Road,14,3
2016-10-12,Pune Station Road,17,73
2016-10-13,Pune Station Road,14,16
2016-10-14,Pune Station Road,18,32
2016-10-15,Pune Station Road,17,92
2016-10-16,Pune Station Road,13,84
2016-10-17,Pune Station Road,13,10
2016-10-18,Pune Station Road,18,22
2016-10-19,Pune Station Road,18,10
2016-10-20,Pune Station Road,15,9
2016-10-21,Pune Station Road,18,27
2016-10-22,Pune Station Road,15,7
2016-10-23,Pune Station Road,11,5
2016-10-24,Pune Station Road,10,41
2016-10-25,Pune Station Road,17,40
2016-10-26,Pune Station Road,17,13
2016-10-27,Pune Station Road,21,96
2016-10-28,Pune Station Road,17,26
2016-10-29,Pune Station Road,14,72
2016-10-30,Pune Station Road,10,72
2016-10-31,Pune Station Road,12,38
2016-11-01,Pune Station Road,16,45
2016-11-02,Pune Station Road,18,79
2016-11-03,Pune Station Road,18,71
2016-11-04,Pune Station Road,14,42
2016-11-05,Pune Station Road,10,71
2016-11-06,Pune Station Road,9,98
2016-11-07,Pune Station Road,14,89
2016-11-08,Pune Station Road,21,43
2016-11-09,Pune Station Road,15,98
2016-11-10,Pune Station Road,14,41
2016-11-11,Pune Station Road,16,41
2016-11-12,Pune Station Road,11,31
2016-11-13,Pune Station Road,9,4
2016-11-14,Pune Station Road,13,18
2016-11-15,Pune Station Road,22,81
2016-11-16,Pune Station Road,18,25
2016-11-17,Pune Station Road,16,43
2016-11-18,Pune Station Road,19,63
2016-11-19,Pune Station Road,15,96
2016-11-20,Pune Station Road,14,48
2016-11-21,Pune Station Road,11,19
2016-11-22,Pune Station Road,20,90
2016-11-23,Pune Station Road,18,51
2016-11-24,Pune Station Road,14,10
2016-11-25,Pune Station Road,11,8
2016-11-26,Pune Station Road,13,13
2016-11-27,Pune Station Road,13,88
2016-11-28,Pune Station Road,13,93
2016-11-29,Pune Station Road,20,94
2016-11-30,Pune Station Road,18,14
2016-12-01,Pune Station Road,19,26
2016-12-02,Pune Station Road,16,84
2016-12-03,Pune Station Road,11,58
2016-12-04,Pune Station Road,14,50
2016-12-05,Pune Station Road,14,26
2016-12-06,Pune Station Road,21,92
2016-12-07,Pune Station Road,22,27
2016-12-08,Pune Station Road,17,4
2016-12-09,Pune Station Road,14,91
2016-12-10,Pune Station Road,15,41
2016-12-11,Pune Station Road,13,43
2016-12-12,Pune Station Road,12,64
2016-12-13,Pune Station Road,16,23
2016-12-14,Pune Station Road,14,58
2016-12-15,Pune Station Road,15,34
2016-12-16,Pune Station Road,13,79
2016-12-17,Pune Station Road,14,43
2016-12-18,Pune Station Road,11,85
2016-12-19,Pune Station Road,9,3
2016-12-20,Pune Station Road,10,43
2016-12-21,Pune Station Road,15,15
2016-12-22,Pune Station Road,12,40
2016-12-23,Pune Station Road,10,16
2016-12-24,Pune Station Road,12,87
2016-12-25,Pune Station Road,8,12
2016-12-26,Pune Station Road,5,71
2016-12-27,Pune Station Road,11,96
2016-12-28,Pune Station Road,11,40
2016-12-29,Pune Station Road,11,88
2016-12-30,Pune Station Road,14,28
2016-12-31,Pune Station Road,8,19
2017-01-01,Pune Station Road,9,93
2017-01-02,Pune Station Road,9,9
2017-01-03,Pune Station Road,10,82
2017-01-04,Pune Station Road,11,13
2017-01-05,Pune Station Road,14,66
2017-01-06,Pune Station Road,17,56
2017-01-07,Pune Station Road,14,31
2017-01-08,Pune Station Road,12,81
2017-01-09,Pune Station Road,13,74
2017-01-10,Pune Station Road,15,73
2017-01-11,Pune Station Road,15,52
2017-01-12,Pune Station Road,16,13
2017-01-13,Pune Station Road,19,77
2017-01-14,Pune Station Road,15,16
2017-01-15,Pune Station Road,9,84
2017-01-16,Pune Station Road,12,30
2017-01-17,Pune Station Road,12,38
2017-01-18,Pune Station Road,19,66
2017-01-19,Pune Station Road,15,31
2017-01-20,Pune Station Road,19,31
2017-01-21,Pune Station Road,15,51
2017-01-22,Pune Station Road,12,3
2017-01-23,Pune Station Road,13,56
2017-01-24,Pune Station Road,17,44
2017-01-25,Pune Station Road,16,90
2017-01-26,Pune Station Road,18,62
2017-01-27,Pune Station Road,18,85
2017-01-28,Pune Station Road,12,76
2017-01-29,Pune Station Road,13,50
2017-01-30,Pune Station Road,12,71
2017-01-31,Pune Station Road,20,5
2017-02-01,Pune Station Road,21,65
2017-02-02,Pune Station Road,17,65
2017-02-03,Pune Station Road,22,51
2017-02-04,Pune Station Road,18,58
2017-02-05,Pune Station Road,11,20
2017-02-06,Pune Station Road,16,78
2017-02-07,Pune Station Road,17,74
2017-02-08,Pune Station Road,17,7
2017-02-09,Pune Station Road,22,41
2017-02-10,Pune Station Road,16,23
2017-02-11,Pune Station Road,20,36
2017-02-12,Pune Station Road,16,73
2017-02-13,Pune Station Road,15,73
2017-02-14,Pune Station Road,22,69
2017-02-15,Pune Station Road,21,2
2017-02-16,Pune Station Road,24,91
2017-02-17,Pune Station Road,23,87
2017-02-18,Pune Station Road,19,90
2017-02-19,Pune Station Road,16,63
2017-02-20,Pune Station Road,21,73
2017-02-21,Pune Station Road,22,91
2017-02-22,Pune Station Road,23,79
2017-02-23,Pune Station Road,26,22
2017-02-24,Pune Station Road,30,94
2017-02-25,Pune Station Road,25,54
2017-02-26,Pune Station Road,15,73
2017-02-27,Pune Station Road,19,88
2017-02-28,Pune Station Road,26,7
2017-03-01,Pune Station Road,27,90
2017-03-02,Pune Station Road,24,46
2017-03-03,Pune Station Road,25,80
2017-03-04,Pune Station Road,21,57
2017-03-05,Pune Station Road,18,48
2017-03-06,Pune Station Road,19,80
2017-03-07,Pune Station Road,29,85
2017-03-08,Pune Station Road,26,18
2017-03-09,Pune Station Road,22,30
2017-03-10,Pune Station Road,26,34
2017-03-11,Pune Station Road,20,8
2017-03-12,Pune Station Road,16,88
2017-03-13,Pune Station Road,18,7
2017-03-14,Pune Station Road,19,20
2017-03-15,Pune Station Road,24,55
2017-03-16,Pune Station Road,24,84
2017-03-17,Pune Station Road,28,39
2017-03-18,Pune Station Road,18,8
2017-03-19,Pune Station Road,15,90
2017-03-20,Pune Station Road,23,87
2017-03-21,Pune Station Road,25,55
2017-03-22,Pune Station Road,25,19
2017-03-23,Pune Station Road,29,78
2017-03-24,Pune Station Road,26,97
2017-03-25,Pune Station Road,21,8
2017-03-26,Pune Station Road,18,76
2017-03-27,Pune Station Road,18,92
2017-03-28,Pune Station Road,25,6
2017-03-29,Pune Station Road,25,50
2017-03-30,Pune Station Road,26,17
2017-03-31,Pune Station Road,24,46
2017-04-01,Pune Station Road,28,19
2017-04-02,Pune Station Road,17,91
2017-04-03,Pune Station Road,21,61
2017-04-04,Pune Station Road,28,98
2017-04-05,Pune Station Road,23,55
2017-04-06,Pune Station Road,27,54
2017-04-07,Pune Station Road,26,59
2017-04-08,Pune Station Road,24,60
2017-04-09,Pune Station Road,15,8
2017-04-10,Pune Station Road,17,26
2017-04-11,Pune Station Road,28,30
2017-04-12,Pune Station Road,21,56
2017-04-13,Pune Station Road,23,92
2017-04-14,Pune Station Road,24,36
2017-04-15,Pune Station Road,15,40
2017-04-16,Pune Station Road,16,28
2017-04-17,Pune Station Road,18,76
2017-04-18,Pune Station Road,27,81
2017-04-19,Pune Station Road,32,93
2017-04-20,Pune Station Road,27,83
2017-04-21,Pune Station Road,31,88
2017-04-22,Pune Station Road,25,43
2017-04-23,Pune Station Road,19,60
2017-04-24,Pune Station Road,19,4
2017-04-25,Pune Station Road,29,71
2017-04-26,Pune Station Road,23,10
2017-04-27,Pune Station Road,30,48
2017-04-28,Pune Station Road,26,57
2017-04-29,Pune Station Road,22,93
2017-04-30,Pune Station Road,20,20
2017-05-01,Pune Station Road,24,25
2017-05-02,Pune Station Road,28,48
2017-05-03,Pune Station Road,28,42
2017-05-04,Pune Station Road,28,4
2017-05-05,Pune Station Road,26,86
2017-05-06,Pune Station Road,25,85
2017-05-07,Pune Station Road,17,8
2017-05-08,Pune Station Road,20,43
2017-05-09,Pune Station Road,32,30
2017-05-10,Pune Station Road,27,87
2017-05-11,Pune Station Road,25,6
2017-05-12,Pune Station Road,25,48
2017-05-13,Pune Station Road,26,72
2017-05-14,Pune Station Road,18,49
2017-05-15,Pune Station Road,18,56
2017-05-16,Pune Station Road,26,26
2017-05-17,Pune Station Road,25,97
2017-05-18,Pune Station Road,26,43
2017-05-19,Pune Station Road,29,86
2017-05-20,Pune Station Road,23,8
2017-05-21,Pune Station Road,16,57
2017-05-22,Pune Station Road,23,0
2017-05-23,Pune Station Road,26,86
2017-05-24,Pune Station Road,29,52
2017-05-25,Pune Station Road,29,88
2017-05-26,Pune Station Road,27,62
2017-05-27,Pune Station Road,20,74
2017-05-28,Pune Station Road,17,99
2017-05-29,Pune Station Road,19,35
2017-05-30,Pune Station Road,23,92
2017-05-31,Pune Station Road,26,20
2017-06-01,Pune Station Road,27,84
2017-06-02,Pune Station Road,30,84
2017-06-03,Pune Station Road,25,37
2017-06-04,Pune Station Road,15,97
2017-06-05,Pune Station Road,22,23
2017-06-06,Pune Station Road,28,73
2017-06-07,Pune Station Road,26,40
2017-06-08,Pune Station Road,31,6
2017-06-09,Pune Station Road,25,32
2017-06-10,Pune Station Road,26,42
2017-06-11,Pune Station Road,16,36
2017-06-12,Pune Station Road,16,83
2017-06-13,Pune Station Road,28,61
2017-06-14,Pune Station Road,32,15
2017-06-15,Pune Station Road,29,75
2017-06-16,Pune Station Road,25,31
2017-06-17,Pune Station Road,23,55
2017-06-18,Pune Station Road,14,32
2017-06-19,Pune Station Road,18,29
2017-06-20,Pune Station Road,35,93
2017-06-21,Pune Station Road,31,67
2017-06-22,Pune Station Road,32,39
2017-06-23,Pune Station Road,28,55
2017-06-24,Pune Station Road,24,88
2017-06-25,Pune Station Road,16,35
2017-06-26,Pune Station Road,18,17
2017-06-27,Pune Station Road,31,72
2017-06-28,Pune Station Road,31,48
2017-06-29,Pune Station Road,24,20
2015-11-01,Swargate Bus Stand,7,69
2015-11-02,Swargate Bus Stand,3,62
2015-11-03,Swargate Bus Stand,4,99
2015-11-04,Swargate Bus Stand,6,85
2015-11-05,Swargate Bus Stand,3,46
2015-11-06,Swargate Bus Stand,3,45
2015-11-07,Swargate Bus Stand,6,49
2015-11-08,Swargate Bus Stand,6,14
2015-11-09,Swargate Bus Stand,5,16
2015-11-10,Swargate Bus Stand,6,88
2015-11-11,Swargate Bus Stand,5,15
2015-11-12,Swargate Bus Stand,5,89
2015-11-13,Swargate Bus Stand,3,93
2015-11-14,Swargate Bus Stand,4,88
2015-11-15,Swargate Bus Stand,4,53
2015-11-16,Swargate Bus Stand,5,38
2015-11-17,Swargate Bus Stand,11,27
2015-11-18,Swargate Bus Stand,6,4
2015-11-19,Swargate Bus Stand,11,99
2015-11-20,Swargate Bus Stand,18,27
2015-11-21,Swargate Bus Stand,8,88
2015-11-22,Swargate Bus Stand,7,18
2015-11-23,Swargate Bus Stand,6,32
2015-11-24,Swargate Bus Stand,5,14
2015-11-25,Swargate Bus Stand,4,17
2015-11-26,Swargate Bus Stand,2,96
2015-11-27,Swargate Bus Stand,6,0
2015-11-28,Swargate Bus Stand,3,35
2015-11-29,Swargate Bus Stand,5,13
2015-11-30,Swargate Bus Stand,2,92
2015-12-01,Swargate Bus Stand,3,55
2015-12-02,Swargate Bus Stand,6,49
2015-12-03,Swargate Bus Stand,2,10
2015-12-04,Swargate Bus Stand,6,66
2015-12-05,Swargate Bus Stand,3,0
2015-12-06,Swargate Bus Stand,2,28
2015-12-07,Swargate Bus Stand,3,23
2015-12-08,Swargate Bus Stand,5,45
2015-12-09,Swargate Bus Stand,4,97
2015-12-10,Swargate Bus Stand,1,3
2015-12-11,Swargate Bus Stand,4,58
2015-12-12,Swargate Bus Stand,6,82
2015-12-13,Swargate Bus Stand,2,1
2015-12-14,Swargate Bus Stand,2,33
2015-12-15,Swargate Bus Stand,5,93
2015-12-16,Swargate Bus Stand,3,42
2015-12-17,Swargate Bus Stand,5,21
2015-12-18,Swargate Bus Stand,5,33
2015-12-19,Swargate Bus Stand,5,71
2015-12-20,Swargate Bus Stand,3,8
2015-12-21,Swargate Bus Stand,5,37
2015-12-22,Swargate Bus Stand,1,73
2015-12-23,Swargate Bus Stand,3,84
2015-12-24,Swargate Bus Stand,4,70
2015-12-25,Swargate Bus Stand,1,5
2015-12-26,Swargate Bus Stand,4,12
2015-12-27,Swargate Bus Stand,4,27
2015-12-28,Swargate Bus Stand,3,69
2015-12-29,Swargate Bus Stand,3,12
2015-12-30,Swargate Bus Stand,5,58
2015-12-31,Swargate Bus Stand,4,26
2016-01-01,Swargate Bus Stand,5,52
2016-01-02,Swargate Bus Stand,5,10
2016-01-03,Swargate Bus Stand,3,24
2016-01-04,Swargate Bus Stand,4,41
2016-01-05,Swargate Bus Stand,3,90
2016-01-06,Swargate Bus Stand,4,84
2016-01-07,Swargate Bus Stand,6,79
2016-01-08,Swargate Bus Stand,4,1
2016-01-09,Swargate Bus Stand,2,47
2016-01-10,Swargate Bus Stand,3,76
2016-01-11,Swargate Bus Stand,2,35
2016-01-12,Swargate Bus Stand,5,13
2016-01-13,Swargate Bus Stand,6,83
2016-01-14,Swargate Bus Stand,5,94
2016-01-15,Swargate Bus Stand,5,27
2016-01-16,Swargate Bus Stand,4,83
2016-01-17,Swargate Bus Stand,6,16
2016-01-18,Swargate Bus Stand,3,28
2016-01-19,Swargate Bus Stand,5,51
2016-01-20,Swargate Bus Stand,8,40
2016-01-21,Swargate Bus Stand,6,77
2016-01-22,Swargate Bus Stand,6,2
2016-01-23,Swargate Bus Stand,9,32
2016-01-24,Swargate Bus Stand,5,10
2016-01-25,Swargate Bus Stand,5,68
2016-01-26,Swargate Bus Stand,10,94
2016-01-27,Swargate Bus Stand,8,90
2016-01-28,Swargate Bus Stand,8,69
2016-01-29,Swargate Bus Stand,22,52
2016-01-30,Swargate Bus Stand,15,33
2016-01-31,Swargate Bus Stand,21,21
2016-02-01,Swargate Bus Stand,11,32
2016-02-02,Swargate Bus Stand,7,57
2016-02-03,Swargate Bus Stand,7,3
2016-02-04,Swargate Bus Stand,7,62
2016-02-05,Swargate Bus Stand,7,91
2016-02-06,Swargate Bus Stand,7,74
2016-02-07,Swargate Bus Stand,12,92
2016-02-08,Swargate Bus Stand,7,22
2016-02-09,Swargate Bus Stand,3,33
2016-02-10,Swargate Bus Stand,8,16
2016-02-11,Swargate Bus Stand,6,76
2016-02-12,Swargate Bus Stand,7,3
2016-02-13,Swargate Bus Stand,7,48
2016-02-14,Swargate Bus Stand,4,42
2016-02-15,Swargate Bus Stand,4,63
2016-02-16,Swargate Bus Stand,6,9
2016-02-17,Swargate Bus Stand,6,82
2016-02-18,Swargate Bus Stand,6,61
2016-02-19,Swargate Bus Stand,8,64
2016-02-20,Swargate Bus Stand,3,98
2016-02-21,Swargate Bus Stand,6,95
2016-02-22,Swargate Bus Stand,8,72
2016-02-23,Swargate Bus Stand,9,41
2016-02-24,Swargate Bus Stand,7,86
2016-02-25,Swargate Bus Stand,10,20
2016-02-26,Swargate Bus Stand,23,86
2016-02-27,Swargate Bus Stand,13,5
2016-02-28,Swargate Bus Stand,18,6
2016-02-29,Swargate Bus Stand,12,64
2016-03-01,Swargate Bus Stand,10,2
2016-03-02,Swargate Bus Stand,13,13
2016-03-03,Swargate Bus Stand,9,51
2016-03-04,Swargate Bus Stand,15,24
2016-03-05,Swargate Bus Stand,12,81
2016-03-06,Swargate Bus Stand,14,70
2016-03-07,Swargate Bus Stand,7,36
2016-03-08,Swargate Bus Stand,10,75
2016-03-09,Swargate Bus Stand,9,37
2016-03-10,Swargate Bus Stand,8,23
2016-03-11,Swargate Bus Stand,10,96
2016-03-12,Swargate Bus Stand,11,82
2016-03-13,Swargate Bus Stand,10,64
2016-03-14,Swargate Bus Stand,5,15
2016-03-15,Swargate Bus Stand,8,7
2016-03-16,Swargate Bus Stand,6,91
2016-03-17,Swargate Bus Stand,6,38
2016-03-18,Swargate Bus Stand,3,19
2016-03-19,Swargate Bus Stand,7,49
2016-03-20,Swargate Bus Stand,6,93
2016-03-21,Swargate Bus Stand,10,71
2016-03-22,Swargate Bus Stand,5,55
2016-03-23,Swargate Bus Stand,6,84
2016-03-24,Swargate Bus Stand,6,0
2016-03-25,Swargate Bus Stand,5,88
2016-03-26,Swargate Bus Stand,6,56
2016-03-27,Swargate Bus Stand,4,78
2016-03-28,Swargate Bus Stand,7,22
2016-03-29,Swargate Bus Stand,7,33
2016-03-30,Swargate Bus Stand,5,23
2016-03-31,Swargate Bus Stand,7,51
2016-04-01,Swargate Bus Stand,6,88
2016-04-02,Swargate Bus Stand,8,45
2016-04-03,Swargate Bus Stand,7,37
2016-04-04,Swargate Bus Stand,4,57
2016-04-05,Swargate Bus Stand,6,47
2016-04-06,Swargate Bus Stand,8,92
2016-04-07,Swargate Bus Stand,5,1
2016-04-08,Swargate Bus Stand,8,69
2016-04-09,Swargate Bus Stand,6,25
2016-04-10,Swargate Bus Stand,9,42
2016-04-11,Swargate Bus Stand,8,51
2016-04-12,Swargate Bus Stand,10,52
2016-04-13,Swargate Bus Stand,13,65
2016-04-14,Swargate Bus Stand,6,86
2016-04-15,Swargate Bus Stand,8,9
2016-04-16,Swargate Bus Stand,9,2
2016-04-17,Swargate Bus Stand,6,60
2016-04-18,Swargate Bus Stand,9,3
2016-04-19,Swargate Bus Stand,10,5
2016-04-20,Swargate Bus Stand,20,26
2016-04-21,Swargate Bus Stand,11,82
2016-04-22,Swargate Bus Stand,11,17
2016-04-23,Swargate Bus Stand,20,11
2016-04-24,Swargate Bus Stand,24,60
2016-04-25,Swargate Bus Stand,17,74
2016-04-26,Swargate Bus Stand,7,4
2016-04-27,Swargate Bus Stand,12,76
2016-04-28,Swargate Bus Stand,10,44
2016-04-29,Swargate Bus Stand,23,53
2016-04-30,Swargate Bus Stand,13,52
2016-05-01,Swargate Bus Stand,20,54
2016-05-02,Swargate Bus Stand,11,14
2016-05-03,Swargate Bus Stand,8,79
2016-05-04,Swargate Bus Stand,8,66
2016-05-05,Swargate Bus Stand,10,75
2016-05-06,Swargate Bus Stand,8,61
2016-05-07,Swargate Bus Stand,6,47
2016-05-08,Swargate Bus Stand,7,7
2016-05-09,Swargate Bus Stand,5,20
2016-05-10,Swargate Bus Stand,6,34
2016-05-11,Swargate Bus Stand,9,6
2016-05-12,Swargate Bus Stand,7,9
2016-05-13,Swargate Bus Stand,5,63
2016-05-14,Swargate Bus Stand,7,93
2016-05-15,Swargate Bus Stand,6,5
2016-05-16,Swargate Bus Stand,6,60
2016-05-17,Swargate Bus Stand,7,52
2016-05-18,Swargate Bus Stand,7,62
2016-05-19,Swargate Bus Stand,9,70
2016-05-20,Swargate Bus Stand,10,58
2016-05-21,Swargate Bus Stand,8,41
2016-05-22,Swargate Bus Stand,11,24
2016-05-23,Swargate Bus Stand,5,32
2016-05-24,Swargate Bus Stand,5,88
2016-05-25,Swargate Bus Stand,10,54
2016-05-26,Swargate Bus Stand,7,96
2016-05-27,Swargate Bus Stand,9,80
2016-05-28,Swargate Bus Stand,9,29
2016-05-29,Swargate Bus Stand,8,26
2016-05-30,Swargate Bus Stand,8,24
2016-05-31,Swargate Bus Stand,9,34
2016-06-01,Swargate Bus Stand,8,21
2016-06-02,Swargate Bus Stand,6,17
2016-06-03,Swargate Bus Stand,5,47
2016-06-04,Swargate Bus Stand,5,67
2016-06-05,Swargate Bus Stand,6,31
2016-06-06,Swargate Bus Stand,3,91
2016-06-07,Swargate Bus Stand,7,76
2016-06-08,Swargate Bus Stand,8,87
2016-06-09,Swargate Bus Stand,5,93
2016-06-10,Swargate Bus Stand,5,42
2016-06-11,Swargate Bus Stand,5,28
2016-06-12,Swargate Bus Stand,8,90
2016-06-13,Swargate Bus Stand,3,91
2016-06-14,Swargate Bus Stand,5,76
2016-06-15,Swargate Bus Stand,6,35
2016-06-16,Swargate Bus Stand,6,14
2016-06-17,Swargate Bus Stand,11,17
2016-06-18,Swargate Bus Stand,7,64
2016-06-19,Swargate Bus Stand,6,73
2016-06-20,Swargate Bus Stand,3,76
2016-06-21,Swargate Bus Stand,5,44
2016-06-22,Swargate Bus Stand,6,40
2016-06-23,Swargate Bus Stand,8,72
2016-06-24,Swargate Bus Stand,6,51
2016-06-25,Swargate Bus Stand,3,50
2016-06-26,Swargate Bus Stand,7,73
2016-06-27,Swargate Bus Stand,6,94
2016-06-28,Swargate Bus Stand,5,5
2016-06-29,Swargate Bus Stand,7,67
2016-06-30,Swargate Bus Stand,7,89
2016-07-01,Swargate Bus Stand,9,77
2016-07-02,Swargate Bus Stand,7,53
2016-07-03,Swargate Bus Stand,5,72
2016-07-04,Swargate Bus Stand,8,62
2016-07-05,Swargate Bus Stand,6,27
2016-07-06,Swargate Bus Stand,11,23
2016-07-07,Swargate Bus Stand,5,52
2016-07-08,Swargate Bus Stand,4,93
2016-07-09,Swargate Bus Stand,4,73
2016-07-10,Swargate Bus Stand,6,44
2016-07-11,Swargate Bus Stand,7,89
2016-07-12,Swargate Bus Stand,8,20
2016-07-13,Swargate Bus Stand,9,67
2016-07-14,Swargate Bus Stand,9,7
2016-07-15,Swargate Bus Stand,15,47
2016-07-16,Swargate Bus Stand,22,10
2016-07-17,Swargate Bus Stand,20,59
2016-07-18,Swargate Bus Stand,9,86
2016-07-19,Swargate Bus Stand,10,24
2016-07-20,Swargate Bus Stand,14,63
2016-07-21,Swargate Bus Stand,9,5
2016-07-22,Swargate Bus Stand,17,95
2016-07-23,Swargate Bus Stand,51,26
2016-07-24,Swargate Bus Stand,25,88
2016-07-25,Swargate Bus Stand,20,57
2016-07-26,Swargate Bus Stand,11,79
2016-07-27,Swargate Bus Stand,7,34
2016-07-28,Swargate Bus Stand,10,56
2016-07-29,Swargate Bus Stand,9,55
2016-07-30,Swargate Bus Stand,7,77
2016-07-31,Swargate Bus Stand,9,6
2016-08-01,Swargate Bus Stand,10,78
2016-08-02,Swargate Bus Stand,11,80
